Probe_ID	Gene_Symbol
ILMN_1778213	STK33
ILMN_2228453	KIAA0562
ILMN_1789505	ITPR1
ILMN_1714216	TSC2
ILMN_2121958	OC90
ILMN_2277537	MUTYH
ILMN_1735712	KRT1
ILMN_1799688	CDC23
ILMN_2197647	MSX2P
ILMN_2145116	TMEM173
ILMN_2405156	PPAP2C
ILMN_1810782	SH3KBP1
ILMN_2225595	ACAD8
ILMN_1789781	PIM3
ILMN_1707748	PIM3
ILMN_1803615	MATK
ILMN_1770758	AKAP6
ILMN_2370862	PLA2G4E
ILMN_1782439	CNN3
ILMN_1657618	LOC653150
ILMN_1701637	SULT4A1
ILMN_1804268	BC37295_3
ILMN_1770084	TACC1
ILMN_1700042	TLN2
ILMN_1723871	OTUB1
ILMN_1791346	ATF3
ILMN_1682206	GCC1
ILMN_1754241	MGC35212
ILMN_1661109	ATF3
ILMN_1770293	KLF5
ILMN_1657797	FIBP
ILMN_1770014	KCNQ4
ILMN_1652487	RIOK1
ILMN_1797534	RIOK1
ILMN_2349459	BIRC5
ILMN_1749838	ZNF42
ILMN_1670816	ZNF42
ILMN_2367428	FAM96A
ILMN_1712660	PDZD7
ILMN_1799796	KIAA1008
ILMN_1738854	CACHD1
ILMN_1749402	CACNG5
ILMN_2242309	CACNG5
ILMN_1710993	C1ORF111
ILMN_1751645	OR3A4
ILMN_1724946	SPINT1
ILMN_2092077	PIP
ILMN_1746436	HCG27
ILMN_1705689	ADAM12
ILMN_1774757	ZNF496
ILMN_1805696	DFFA
ILMN_2196609	OR5K3
ILMN_1713679	DSU
ILMN_1729580	NUDT9
ILMN_2157441	HLA-DRA
ILMN_1797738	RCCD1
ILMN_2391324	RCCD1
ILMN_1740883	C14ORF148
ILMN_1811433	RPL8
ILMN_1764721	RPL8
ILMN_1677200	CYFIP2
ILMN_1724612	SLC25A35
ILMN_2395652	PTGFR
ILMN_1711886	ALG3
ILMN_1733430	KCNMB3
ILMN_2215043	RNF32
ILMN_1794324	CNOT4
ILMN_1802441	REG1A
ILMN_1802633	GABRA1
ILMN_1708588	ADCY5
ILMN_1737640	CSAG1
ILMN_1732323	PADI1
ILMN_1770824	ARHGAP4
ILMN_2078466	DZIP1L
ILMN_2324734	EYA4
ILMN_1735180	NCSTN
ILMN_1688853	ZBTB9
ILMN_1714709	OLFM1
ILMN_2381476	SPG3A
ILMN_1663787	KLK3
ILMN_1655426	KLK3
ILMN_1654060	MKNK2
ILMN_2305225	NDRG4
ILMN_2048326	RPS27A
ILMN_1655269	UNQ6411
ILMN_1793371	LKAP
ILMN_1677080	FLJ21827
ILMN_1796628	ADAMTS2
ILMN_1675626	PRPF38A
ILMN_1744574	TRUB1
ILMN_1692623	LOC653950
ILMN_1723962	LXN
ILMN_1757537	RGAG4
ILMN_2276598	AP1G2
ILMN_2403852	PSCD1
ILMN_1694084	PSCD1
ILMN_1702189	ASTN
ILMN_2405078	OSBPL8
ILMN_2166384	RANBP5
ILMN_1687510	HRNR
ILMN_1739987	KCNH2
ILMN_1722831	KCNH2
ILMN_1653042	HSD3B7
ILMN_1768357	RTN1
ILMN_2347193	GSDML
ILMN_2260756	GSDML
ILMN_1666206	GSDML
ILMN_2200636	KIAA1267
ILMN_2188722	GLS
ILMN_1680111	AHDC1
ILMN_2204726	EDD1
ILMN_1661852	CNTN1
ILMN_2105438	ZNF517
ILMN_2129563	LDLRAD3
ILMN_1721225	C20ORF4
ILMN_1679641	KIAA1838
ILMN_1761844	ZCCHC17
ILMN_2113049	QPCT
ILMN_1693830	LACTB
ILMN_1765132	LACTB
ILMN_2042771	PTTG1
ILMN_1805812	TOR1A
ILMN_2191940	SPIC
ILMN_1700031	PRAME
ILMN_1780601	EMR1
ILMN_2154287	PHACS
ILMN_2258363	KLC4
ILMN_1709350	CXCL3
ILMN_1677108	CAPN13
ILMN_1814465	UBE2G1
ILMN_2382974	CCDC7
ILMN_1808835	CCDC7
ILMN_1691293	RNF185
ILMN_1703866	SUPT5H
ILMN_2377669	CD247
ILMN_1676924	CD247
ILMN_1791511	HCA112
ILMN_1772289	CHI3L1
ILMN_2409384	SIGLEC7
ILMN_1804415	LOC57228
ILMN_2380243	LOC57228
ILMN_2279182	LOC57228
ILMN_1661083	NFATC2
ILMN_2289576	VWA1
ILMN_1781636	VWA1
ILMN_2166865	ENY2
ILMN_2180064	OR1G1
ILMN_1806655	ARHGAP6
ILMN_2092496	LOC392196
ILMN_1734773	PRSS1
ILMN_2392472	CENPA
ILMN_2171934	SPATA22
ILMN_1711331	MAP1LC3C
ILMN_2125451	TRIM49
ILMN_1745409	LOC340529
ILMN_1730631	FLJ21945
ILMN_1758852	ENTPD7
ILMN_2415235	CSNK1E
ILMN_1692739	ISLR2
ILMN_1734483	BSDC1
ILMN_2363658	PXDN
ILMN_1735479	LPAL2
ILMN_1760315	VWCE
ILMN_2099277	HTRA4
ILMN_2210298	LOC729440
ILMN_1679995	MPP6
ILMN_1709645	CBX2
ILMN_1686237	CBX2
ILMN_2186925	FOXE1
ILMN_1807972	MICAL1
ILMN_1748386	MB
ILMN_1746769	PLA2G3
ILMN_1701131	MGC5509
ILMN_1651429	SELM
ILMN_1664449	ALG5
ILMN_2224833	ADIPOR2
ILMN_1722642	REEP3
ILMN_1663033	TMEM129
ILMN_2067453	LCAP
ILMN_2204280	GPR52
ILMN_1716247	LOC387758
ILMN_1788251	SNN
ILMN_1760256	RBM22
ILMN_1810915	FAAH
ILMN_1807767	KIAA0182
ILMN_2149494	NPL
ILMN_1705711	COPS8
ILMN_1664165	IZUMO1
ILMN_2353978	ACOT11
ILMN_1794638	VIP
ILMN_2262749	SOCS5
ILMN_2350970	SOCS5
ILMN_2158594	C10ORF28
ILMN_1687387	MGST1
ILMN_2075051	PGS1
ILMN_1697975	PHF14
ILMN_1759411	MGC21830
ILMN_1786168	LOC400464
ILMN_2320480	LOC400464
ILMN_1658152	MAP3K10
ILMN_1721344	MOBKL2A
ILMN_1805827	PPA1
ILMN_1706075	SF3B1
ILMN_1676159	MASK
ILMN_1744649	PSMB5
ILMN_1726512	ZSCAN2
ILMN_2381020	SLCO1A2
ILMN_1806979	SLCO1A2
ILMN_2048822	NUDCD2
ILMN_1694472	GCK
ILMN_1676437	GCK
ILMN_1717809	RNF24
ILMN_1653591	TRIM40
ILMN_1733562	TFB1M
ILMN_1696131	ANKS1B
ILMN_1714170	SPSB1
ILMN_1773380	UNC13D
ILMN_2338038	AK3L1
ILMN_2124064	REL
ILMN_1745537	GNAT2
ILMN_1702097	SPATA19
ILMN_1748819	MRPL22
ILMN_2339863	VPS28
ILMN_1790797	VPS28
ILMN_1736448	UNQ739
ILMN_1663356	RPH3A
ILMN_1789094	KIAA0980
ILMN_1672097	CD86
ILMN_1813975	ADI1
ILMN_2288232	PHKB
ILMN_1788607	RPL23A
ILMN_1768816	TMPO
ILMN_1677747	TMPO
ILMN_1724806	RAPSN
ILMN_1687291	ARMETL1
ILMN_1811574	MAPK8IP3
ILMN_1800573	RPS21
ILMN_1770031	ABHD10
ILMN_2362809	TCL6
ILMN_2185665	PGAP1
ILMN_2284647	COL9A1
ILMN_2390099	COL9A1
ILMN_1784655	TLCD1
ILMN_1652128	LMBRD1
ILMN_1656540	RUVBL1
ILMN_1719069	FOXN4
ILMN_2273609	KIAA1543
ILMN_1695128	ZFYVE9
ILMN_1776848	ZFYVE9
ILMN_2295252	C9ORF72
ILMN_2372413	BID
ILMN_2337263	PKIB
ILMN_2204430	SLC13A1
ILMN_1741440	SLC35A1
ILMN_2364088	GEMIN8
ILMN_1814790	SHANK2
ILMN_1755203	CUBN
ILMN_1761961	C6ORF79
ILMN_1774086	CBX3
ILMN_1782173	CBX3
ILMN_1793724	C3ORF31
ILMN_1774945	NRG3
ILMN_1809304	LOC390999
ILMN_2219556	ISCA1
ILMN_1733931	PDCD6
ILMN_1754656	TCP10L
ILMN_1759325	LOC283951
ILMN_1793290	WDR60
ILMN_2215881	FAM7A2
ILMN_1761945	KSP37
ILMN_1752526	IBRDC2
ILMN_1738147	NES
ILMN_1794707	ATHL1
ILMN_1779353	PUS7
ILMN_1762631	TSC2
ILMN_1793123	DCST2
ILMN_1697342	HOXC11
ILMN_1751084	FSD2
ILMN_1752455	DOCK5
ILMN_2054707	S100Z
ILMN_1674646	IRF7
ILMN_1792265	TRIM4
ILMN_1778294	SENP7
ILMN_2180352	DIP2B
ILMN_2373791	ENPP2
ILMN_1753719	GTF2A2
ILMN_1774256	PRSS21
ILMN_2382964	PRSS21
ILMN_2138005	CHL1
ILMN_1744887	RLN2
ILMN_1748529	RLN2
ILMN_1679178	ATP5D
ILMN_2317543	ITGB4
ILMN_1797181	LOC93622
ILMN_1771223	PADI2
ILMN_1777555	C20ORF6
ILMN_1788394	TTLL6
ILMN_1759423	ZFP95
ILMN_1695847	ZFP95
ILMN_2181748	PA2G4P4
ILMN_1732538	LBP
ILMN_1729314	PRG2
ILMN_1737728	CDCA3
ILMN_1708959	MFN1
ILMN_1705390	KLHL22
ILMN_1668876	HECTD2
ILMN_2115350	TNXA
ILMN_2163819	KIF21B
ILMN_1702633	RETSAT
ILMN_1711790	DEFB136
ILMN_1751898	C12ORF4
ILMN_1732873	IPPK
ILMN_2217935	RFC1
ILMN_1664802	WSB1
ILMN_1703883	OR9A2
ILMN_1772796	DYNLL2
ILMN_1728632	LCE3C
ILMN_2218277	RPS2
ILMN_1736982	PHACTR1
ILMN_1795811	ASB2
ILMN_2196328	POSTN
ILMN_1794112	C3ORF56
ILMN_2149935	CC2D1B
ILMN_1788625	SEC10L1
ILMN_1779965	AK1
ILMN_1676002	QRICH1
ILMN_1669227	ADRA1A
ILMN_1792256	TBX2
ILMN_2176037	GNA13
ILMN_1716679	FAIM
ILMN_1757134	FKSG24
ILMN_1709035	C6ORF10
ILMN_2183687	LIME1
ILMN_1711988	KCNK12
ILMN_1759154	PABPN1
ILMN_1682993	NKG7
ILMN_1751572	TLE1
ILMN_2373106	DMD
ILMN_1761812	DMD
ILMN_1800172	RILP
ILMN_1719938	FGF11
ILMN_2252021	FLJ40411
ILMN_1698019	LGMN
ILMN_1691899	C6ORF1
ILMN_1687947	HIST1H2BE
ILMN_1667626	EGLN3
ILMN_1653646	UBL7
ILMN_1701724	C7ORF20
ILMN_1746686	POLR1C
ILMN_1793016	TLX2
ILMN_1728062	TLX2
ILMN_2394027	CLK3
ILMN_2167729	LOC346157
ILMN_1691228	FLJ33860
ILMN_2403228	CLEC12A
ILMN_2292178	CLEC12A
ILMN_2312194	CYB5A
ILMN_1681087	SLC7A10
ILMN_1756806	MCL1
ILMN_1803988	MCL1
ILMN_1672417	PTPRCAP
ILMN_2323366	SDHC
ILMN_2402272	TCEAL8
ILMN_1814120	PECR
ILMN_1692895	PIK3R3
ILMN_1712959	DUSP2
ILMN_1694240	MAP2K1
ILMN_1750636	LOC643516
ILMN_1737211	ZNF585A
ILMN_2111739	MAN2C1
ILMN_1787591	XPA
ILMN_2151048	STAG1
ILMN_1814917	TLE2
ILMN_1672149	CHCHD1
ILMN_2175455	CYP2A13
ILMN_1790832	FLJ27465
ILMN_2047914	NPY5R
ILMN_2399140	RAB5C
ILMN_1719848	OR3A2
ILMN_2098297	FLJ10324
ILMN_1748378	NPHS2
ILMN_1770663	KRT24
ILMN_1660938	TOE1
ILMN_1712161	BCOR
ILMN_1676241	BCOR
ILMN_1738438	LOC375449
ILMN_1778917	CDK7
ILMN_1668460	PRTN3
ILMN_1739397	GLMN
ILMN_1749448	GLMN
ILMN_1686985	MTM1
ILMN_2151676	IL9
ILMN_1701025	EPHX1
ILMN_1772523	TAAR8
ILMN_1665384	SH3BP5L
ILMN_1654032	ZYG11BL
ILMN_1742569	PAPD1
ILMN_1701120	BCL2
ILMN_2363250	BCL2
ILMN_2173835	FTHL3
ILMN_1687303	ACAD10
ILMN_1732901	OR5H1
ILMN_2413833	TNRC9
ILMN_2079059	KRTAP4-14
ILMN_2199284	ANAPC7
ILMN_2297864	MTMR14
ILMN_1655177	PIK4CA
ILMN_1683562	SNRPG
ILMN_1764052	EGR4
ILMN_1736828	CHST10
ILMN_1654013	C17ORF28
ILMN_2302947	CSF1
ILMN_1744929	PTGER1
ILMN_2279099	PHACTR4
ILMN_2380101	PHACTR4
ILMN_2098013	CETP
ILMN_1740298	SIGLEC5
ILMN_2262901	RUFY3
ILMN_2351230	RUFY3
ILMN_1700563	ZNF552
ILMN_1788267	PPP1R14D
ILMN_1733050	SEC31L2
ILMN_1757497	VGF
ILMN_2105298	C12ORF50
ILMN_1727524	ADAM9
ILMN_1788061	FLJ25410
ILMN_1690621	MASS1
ILMN_2245305	ABHD12
ILMN_2318685	ABHD12
ILMN_1798354	PAPOLA
ILMN_1723115	CLEC4F
ILMN_1654677	RAD9B
ILMN_2075847	ZC3H10
ILMN_1699666	LYK5
ILMN_2206098	ATG10
ILMN_1769385	LHX9
ILMN_1694840	MATN2
ILMN_1703049	AKAP7
ILMN_1733690	AKAP7
ILMN_1708101	LMNB2
ILMN_1758679	FLJ13576
ILMN_1767176	PDE9A
ILMN_1801175	MAP2K3
ILMN_1811597	PCYT1B
ILMN_1778444	FKBP5
ILMN_1688422	C17ORF57
ILMN_1687864	POP5
ILMN_1792002	PAPPA2
ILMN_2329834	RBM12
ILMN_1753472	SUMF1
ILMN_1810000	RDH16
ILMN_1716733	MYOM2
ILMN_2334989	CCT3
ILMN_2377829	NANOS1
ILMN_1802974	ZNF572
ILMN_1656373	BNC2
ILMN_2103388	ZNF509
ILMN_1738819	EFTUD2
ILMN_1736816	C13ORF3
ILMN_1784780	CIC
ILMN_1715390	GPR111
ILMN_2142554	NENF
ILMN_1761206	PALMD
ILMN_2246134	PDE4DIP
ILMN_2348090	MRPL55
ILMN_2394287	ATP6V0A4
ILMN_1664946	ZDHHC16
ILMN_2116877	OLFM4
ILMN_1739605	LYPD3
ILMN_1771113	DLX4
ILMN_2148193	MPPED2
ILMN_1726333	C20ORF74
ILMN_2365528	NY-SAR-48
ILMN_1799814	WDR57
ILMN_1670523	SAPS2
ILMN_2363361	SFXN4
ILMN_2349006	USP21
ILMN_1780887	USP21
ILMN_1697959	SLC35B4
ILMN_1740938	APOE
ILMN_1733831	PGBD5
ILMN_2048591	LRRN3
ILMN_2130218	PAK3
ILMN_1655296	UTRN
ILMN_1808071	KIF14
ILMN_2092223	TMEM92
ILMN_1692602	ZAN
ILMN_1802205	RHOB
ILMN_1780576	PRG-3
ILMN_2278335	LOC441282
ILMN_1711928	FLJ20920
ILMN_1702812	FLJ41649
ILMN_2089902	NUS1
ILMN_1698478	SNAPC2
ILMN_2082273	RGS5
ILMN_1813544	OXCT1
ILMN_1754555	LOC136306
ILMN_1660844	INT4
ILMN_2352216	FBXL6
ILMN_1682795	USP29
ILMN_1792733	FOXA3
ILMN_1775853	MAGI1
ILMN_1694051	OR7G2
ILMN_2352326	COASY
ILMN_1753498	COASY
ILMN_2410612	DMBT1
ILMN_2290453	PTGER3
ILMN_1754738	AP1M1
ILMN_1735700	KLK8
ILMN_2381841	DDX19B
ILMN_1815010	RNF141
ILMN_2090607	IRF2
ILMN_1726576	ATRX
ILMN_1795341	SFRS1
ILMN_1698715	NHLRC2
ILMN_2216852	PGK1
ILMN_1676278	ABCC2
ILMN_1762835	HELZ
ILMN_1693210	C8ORF36
ILMN_1773109	BAI2
ILMN_2207865	HIST1H3I
ILMN_1807277	IFI30
ILMN_1790100	FLJ25416
ILMN_2225956	FLJ31659
ILMN_1730601	MGC39662
ILMN_1798827	FLJ10379
ILMN_2375825	CD37
ILMN_1786176	CD37
ILMN_1806713	ZNF18
ILMN_1674908	HOXB5
ILMN_2338348	UBASH3A
ILMN_1707156	LRRFIP2
ILMN_1773312	INADL
ILMN_1667790	C21ORF100
ILMN_1724158	ZNF93
ILMN_2201866	IL31
ILMN_1793831	TRADD
ILMN_1765851	TRADD
ILMN_1680892	TREX2
ILMN_1812191	C12ORF57
ILMN_1810424	HRH4
ILMN_2405470	KARCA1
ILMN_1651642	GPC2
ILMN_1815951	MGC3265
ILMN_1665671	EPO
ILMN_1677197	RARA
ILMN_1711174	SPRR1B
ILMN_1763843	CAPSL
ILMN_2267508	CAPSL
ILMN_2359306	CAPSL
ILMN_1684945	KCNJ3
ILMN_1798360	CMKOR1
ILMN_1771824	WBSCR18
ILMN_2083567	PHLPPL
ILMN_2402463	SHMT1
ILMN_1811933	SHMT1
ILMN_1802539	WDRPUH
ILMN_1762046	ZNF551
ILMN_1659063	OR51G1
ILMN_1753758	IL27
ILMN_1677138	POLR2J3
ILMN_1766435	WBP11
ILMN_1801044	DOCK4
ILMN_1814557	TRPS1
ILMN_2164081	KLHL12
ILMN_2121147	C5ORF36
ILMN_1698313	CPM
ILMN_1740524	NEU3
ILMN_1786275	PAPOLG
ILMN_1666934	GRIK2
ILMN_1767894	POLB
ILMN_1806502	ZNF165
ILMN_1782034	ZXDA
ILMN_2235454	COMMD5
ILMN_2300396	COMMD5
ILMN_1716553	KIF23
ILMN_1790136	C20ORF20
ILMN_1739076	HIST1H2BO
ILMN_1693226	LOC113444
ILMN_1723439	ZYG11A
ILMN_1731397	STMN4
ILMN_1722073	WBSCR14
ILMN_1688721	FLJ44048
ILMN_2129545	GNB4
ILMN_2115143	CER1
ILMN_2363634	ADHFE1
ILMN_2304020	LOC643226
ILMN_2404112	TRDMT1
ILMN_1692715	H2AFB3
ILMN_1694730	RNPEPL1
ILMN_1765636	FLJ22184
ILMN_1651513	SKIV2L2
ILMN_2066904	OR4C12
ILMN_1740180	SNX3
ILMN_2290522	TSPAN4
ILMN_1786278	DKFZP564J102
ILMN_2379226	CCNL2
ILMN_2094377	TRPC3
ILMN_1748894	GTPBP3
ILMN_2194467	SGCB
ILMN_1679979	PLK3
ILMN_2413158	PODXL
ILMN_2297511	PODXL
ILMN_2353327	RNF38
ILMN_2130441	HLA-H
ILMN_1677484	SNAPC4
ILMN_1709847	KCNJ13
ILMN_1665982	FTS
ILMN_1749751	KLHL17
ILMN_2210837	CDC26
ILMN_1749634	PLRG1
ILMN_2175236	PRLR
ILMN_2225135	GCNT1
ILMN_1653501	SEMA3B
ILMN_2406299	SEMA3B
ILMN_2096737	ZNF567
ILMN_1735906	OR2T3
ILMN_1729051	MSH6
ILMN_1730818	C19ORF30
ILMN_2094630	TRIM60
ILMN_1671494	USP5
ILMN_2055609	GPR174
ILMN_1803219	TMC4
ILMN_1682232	MIER1
ILMN_1659026	POLR2K
ILMN_1758266	PRLH
ILMN_1778876	KIAA0423
ILMN_2060891	PPP4R2
ILMN_1715179	SNRPA1
ILMN_1779530	COG6
ILMN_1807596	UBAP1
ILMN_1744822	BECN1
ILMN_1781814	SEMA4B
ILMN_1672589	SEMA4B
ILMN_2128133	TTF1
ILMN_2368434	CUTL1
ILMN_1807331	BRCC2
ILMN_1799529	ZNF441
ILMN_1682494	RSRC1
ILMN_2404903	PDPN
ILMN_1768969	LBR
ILMN_1810418	LBR
ILMN_1738938	TIMM8B
ILMN_1683799	SH3BP5
ILMN_2406043	VPS24
ILMN_2333766	HISPPD2A
ILMN_1703507	HISPPD2A
ILMN_1791253	FBXL13
ILMN_1744578	P2RY13
ILMN_2272519	FGR
ILMN_2368318	FGR
ILMN_1707503	C1ORF144
ILMN_1682792	BYSL
ILMN_1737005	FLJ12886
ILMN_2382403	FCGR2B
ILMN_2391141	UBE3A
ILMN_2056815	LINGO4
ILMN_1786381	AQP6
ILMN_1711543	C14ORF169
ILMN_1800142	LAMB3
ILMN_2289825	ARPP-21
ILMN_2205963	C10ORF54
ILMN_2375360	COL4A5
ILMN_2184884	DKFZP666G057
ILMN_1699989	BNIPL
ILMN_1657139	ADAT1
ILMN_1758339	CSTF1
ILMN_1783946	MRC2
ILMN_1794372	GHRH
ILMN_1745884	LOC401410
ILMN_2387251	ZSWIM3
ILMN_2283196	ZSWIM3
ILMN_1709635	FLJ39822
ILMN_1761875	SH3BGR
ILMN_2358628	ADK
ILMN_1801020	ADK
ILMN_1766793	C9ORF23
ILMN_1716421	ADRA1D
ILMN_1658386	DAOA
ILMN_1651236	GGTLA4
ILMN_2363127	C20ORF132
ILMN_1809767	C20ORF132
ILMN_1680453	ITM2C
ILMN_1688299	DSCR1L2
ILMN_2141482	SERPINF1
ILMN_2155932	MRGPRX2
ILMN_2074860	RN7SK
ILMN_1660196	LOC643923
ILMN_2341254	STARD13
ILMN_2257607	STARD13
ILMN_1677746	CABP1
ILMN_1755428	CABP1
ILMN_1662016	SCRN2
ILMN_1720059	HMBOX1
ILMN_2392803	COL11A1
ILMN_2286253	COL11A1
ILMN_1710406	LOC643668
ILMN_1657888	SALL1
ILMN_1732071	HIST2H2BE
ILMN_2337551	HIPK3
ILMN_1716988	OPN3
ILMN_1655733	RFC2
ILMN_1801845	DNAL4
ILMN_1815154	MYH10
ILMN_1655985	GALNT10
ILMN_2112915	DRD4
ILMN_1676385	PAK2
ILMN_1712687	PAK2
ILMN_1718013	CPSF3L
ILMN_1781672	GAB1
ILMN_1666910	GAB1
ILMN_1808861	LOC653803
ILMN_1812701	LOC132321
ILMN_1651496	HIST1H2BD
ILMN_1758623	HIST1H2BD
ILMN_1751086	DKFZP564J0863
ILMN_1736223	IQCH
ILMN_1759766	CTXN1
ILMN_2110338	NKPD1
ILMN_2192595	PRB2
ILMN_2168903	FAM47B
ILMN_2206307	TLL2
ILMN_1755251	ITIH1
